Year,FieldOfStudyId,Gender,Authorships,DistinctPapers,Gender 
1934.0,127313418,-2,2024,2024,N/A $\notin$ constraint
1918.0,142362112,-1,347,347,N/A $\in$ constraint
1905.0,15744967,-2,577,577,N/A $\notin$ constraint
1959.0,41008148,-2,9848,9848,N/A $\notin$ constraint
2007.0,17744445,-2,195947,195947,N/A $\notin$ constraint
1993.0,86803240,-1,176273,176273,N/A $\in$ constraint
1997.0,185592680,-1,291609,291609,N/A $\in$ constraint
1991.0,71924100,-2,358326,358326,N/A $\notin$ constraint
1984.0,17744445,1,21969,21969,Male
1978.0,138885662,1,10897,10897,Male
1998.0,39432304,1,39862,39862,Male
1986.0,33923547,-2,40404,40404,N/A $\notin$ constraint
1971.0,71924100,1,52817,52817,Male
2000.0,127413603,0,24704,24704,Female
1969.0,95457728,-1,1300,1300,N/A $\in$ constraint
1988.0,127313418,-1,13327,13327,N/A $\in$ constraint
1977.0,127413603,0,3409,3409,Female
1966.0,138885662,1,5945,5945,Male
1995.0,144133560,0,6149,6149,Female
1963.0,17744445,1,7131,7131,Male
1888.0,142362112,-2,5092,5092,N/A $\notin$ constraint
1808.0,41008148,1,12,12,Male
1849.0,185592680,-2,189,189,N/A $\notin$ constraint
1925.0,33923547,1,579,579,Male
1936.0,33923547,0,115,115,Female
1914.0,15744967,-2,727,727,N/A $\notin$ constraint
1867.0,127313418,-1,19,19,N/A $\in$ constraint
1929.0,17744445,-1,276,276,N/A $\in$ constraint
1831.0,71924100,-2,231,231,N/A $\notin$ constraint
1915.0,192562407,-2,8557,8557,N/A $\notin$ constraint
1889.0,127413603,1,262,262,Male
2007.0,41008148,-1,263656,263656,N/A $\in$ constraint
1994.0,192562407,-2,494532,494532,N/A $\notin$ constraint
1994.0,71924100,0,109429,109429,Female
1989.0,39432304,-1,10654,10654,N/A $\in$ constraint
2003.0,127413603,1,258713,258713,Male
1999.0,127413603,-2,276004,276004,N/A $\notin$ constraint
1995.0,144024400,-1,3257,3257,N/A $\in$ constraint
1984.0,95457728,1,12837,12837,Male
2010.0,15744967,0,162095,162095,Female
2013.0,121332964,-1,1773243,1773243,N/A $\in$ constraint
1981.0,127413603,-2,84069,84069,N/A $\notin$ constraint
2008.0,144133560,-1,32454,32454,N/A $\in$ constraint
1982.0,127313418,-1,8796,8796,N/A $\in$ constraint
1984.0,41008148,-2,110661,110661,N/A $\notin$ constraint
1939.0,127313418,-2,2079,2079,N/A $\notin$ constraint
2009.0,144133560,0,31921,31921,Female
1992.0,86803240,0,84589,84589,Female
1981.0,71924100,0,30190,30190,Female
1998.0,192562407,-1,274925,274925,N/A $\in$ constraint
1972.0,144024400,1,7950,7950,Male
1964.0,144133560,1,2507,2507,Male
1942.0,127313418,0,108,108,Female
1883.0,95457728,-2,682,682,N/A $\notin$ constraint
1956.0,127413603,-1,997,997,N/A $\in$ constraint
1911.0,205649164,-2,1943,1943,N/A $\notin$ constraint
1966.0,127413603,0,826,826,Female
1934.0,192562407,-1,481,481,N/A $\in$ constraint
1948.0,39432304,1,1693,1693,Male
1976.0,33923547,-1,3888,3888,N/A $\in$ constraint
1910.0,33923547,0,22,22,Female
1968.0,39432304,-1,1264,1264,N/A $\in$ constraint
1908.0,41008148,-2,5464,5464,N/A $\notin$ constraint
2021.0,127313418,-2,10129,10129,N/A $\notin$ constraint
2002.0,205649164,-2,113077,113077,N/A $\notin$ constraint
1993.0,86803240,-2,151753,151753,N/A $\notin$ constraint
1991.0,185592680,1,307710,307710,Male
1991.0,15744967,1,45993,45993,Male
2006.0,127313418,1,85451,85451,Male
1992.0,33923547,1,55972,55972,Male
2018.0,17744445,0,55999,55999,Female
1947.0,95457728,-2,3228,3228,N/A $\notin$ constraint
1963.0,127413603,-1,1667,1667,N/A $\in$ constraint
1962.0,162324750,1,2201,2201,Male
1969.0,144133560,-2,5408,5408,N/A $\notin$ constraint
1942.0,15744967,1,1790,1790,Male
1927.0,95457728,-2,2286,2286,N/A $\notin$ constraint
1977.0,121332964,0,1954,1954,Female
1919.0,185592680,-1,381,381,N/A $\in$ constraint
1931.0,86803240,0,569,569,Female
1914.0,121332964,-2,3087,3087,N/A $\notin$ constraint
1888.0,185592680,-1,111,111,N/A $\in$ constraint
1859.0,95457728,0,37,37,Female
1996.0,86803240,-1,208413,208413,N/A $\in$ constraint
2001.0,142362112,-2,133352,133352,N/A $\notin$ constraint
1995.0,144024400,0,11040,11040,Female
2013.0,127413603,1,422059,422059,Male
2000.0,95457728,-2,42918,42918,N/A $\notin$ constraint
1993.0,127413603,0,12248,12248,Female
2015.0,39432304,0,68670,68670,Female
1975.0,142362112,1,14199,14199,Male
1998.0,144024400,-2,29986,29986,N/A $\notin$ constraint
1995.0,142362112,0,9028,9028,Female
1972.0,15744967,-2,14245,14245,N/A $\notin$ constraint
1936.0,127413603,1,7843,7843,Male
1916.0,86803240,1,1147,1147,Male
1968.0,15744967,1,15638,15638,Male
1974.0,41008148,1,17247,17247,Male
2011.0,142362112,-1,42604,42604,N/A $\in$ constraint
2020.0,162324750,0,13470,13470,Female
1969.0,121332964,1,14536,14536,Male
1981.0,185592680,0,31403,31403,Female
1945.0,144024400,1,928,928,Male
1923.0,95457728,-2,1981,1981,N/A $\notin$ constraint
1902.0,192562407,-2,8149,8149,N/A $\notin$ constraint
1923.0,121332964,-2,2561,2561,N/A $\notin$ constraint
1954.0,71924100,0,3481,3481,Female
1972.0,15744967,-1,3659,3659,N/A $\in$ constraint
1983.0,121332964,-1,42502,42502,N/A $\in$ constraint
1989.0,127313418,0,3941,3941,Female
1965.0,121332964,-1,5205,5205,N/A $\in$ constraint
1900.0,127413603,-2,2846,2846,N/A $\notin$ constraint
1866.0,86803240,1,172,172,Male
1984.0,162324750,0,2055,2055,Female
1960.0,17744445,-1,734,734,N/A $\in$ constraint
1934.0,121332964,-1,182,182,N/A $\in$ constraint
1978.0,95457728,-1,1933,1933,N/A $\in$ constraint
1956.0,17744445,-1,599,599,N/A $\in$ constraint
1885.0,185592680,1,525,525,Male
1898.0,39432304,-2,1317,1317,N/A $\notin$ constraint
1886.0,39432304,1,54,54,Male
1953.0,192562407,-1,2510,2510,N/A $\in$ constraint
1899.0,144024400,-2,265,265,N/A $\notin$ constraint
2007.0,39432304,-2,169584,169584,N/A $\notin$ constraint
2015.0,15744967,-2,477276,477276,N/A $\notin$ constraint
1998.0,144133560,1,26953,26953,Male
2010.0,185592680,-1,536553,536553,N/A $\in$ constraint
1862.0,71924100,-2,551,551,N/A $\notin$ constraint
1964.0,205649164,-2,8589,8589,N/A $\notin$ constraint
1962.0,192562407,-1,6886,6886,N/A $\in$ constraint
2006.0,121332964,0,47584,47584,Female
1981.0,15744967,0,15865,15865,Female
1989.0,144133560,1,13140,13140,Male
1982.0,138885662,-2,12398,12398,N/A $\notin$ constraint
1965.0,17744445,-1,964,964,N/A $\in$ constraint
1960.0,192562407,0,1342,1342,Female
1934.0,185592680,0,760,760,Female
1941.0,17744445,1,2323,2323,Male
1930.0,33923547,1,827,827,Male
1921.0,15744967,1,703,703,Male
1886.0,192562407,-2,518,518,N/A $\notin$ constraint
1923.0,86803240,1,1749,1749,Male
1936.0,185592680,-1,1956,1956,N/A $\in$ constraint
1910.0,71924100,0,183,183,Female
1908.0,33923547,-2,1630,1630,N/A $\notin$ constraint
1883.0,127413603,-2,690,690,N/A $\notin$ constraint
1881.0,121332964,-2,411,411,N/A $\notin$ constraint
1882.0,142362112,1,981,981,Male
1960.0,33923547,-1,590,590,N/A $\in$ constraint
1922.0,41008148,0,168,168,Female
1858.0,95457728,-2,503,503,N/A $\notin$ constraint
1869.0,95457728,-2,435,435,N/A $\notin$ constraint
1912.0,121332964,1,460,460,Male
1847.0,138885662,-2,243,243,N/A $\notin$ constraint
1973.0,144024400,-1,840,840,N/A $\in$ constraint
1982.0,71924100,-2,277259,277259,N/A $\notin$ constraint
2011.0,205649164,-2,289141,289141,N/A $\notin$ constraint
2006.0,144024400,1,38754,38754,Male
2013.0,39432304,1,152904,152904,Male
1994.0,142362112,-2,84796,84796,N/A $\notin$ constraint
1990.0,86803240,1,189108,189108,Male
2000.0,41008148,-1,128938,128938,N/A $\in$ constraint
1975.0,127413603,1,44437,44437,Male
2004.0,41008148,-1,207461,207461,N/A $\in$ constraint
2000.0,17744445,1,43653,43653,Male
2001.0,142362112,-1,19035,19035,N/A $\in$ constraint
1994.0,185592680,-1,256119,256119,N/A $\in$ constraint
1979.0,17744445,1,20004,20004,Male
2015.0,95457728,-2,139931,139931,N/A $\notin$ constraint
1973.0,144133560,1,5099,5099,Male
1994.0,162324750,0,4270,4270,Female
1937.0,205649164,1,1805,1805,Male
1958.0,138885662,1,4356,4356,Male
1902.0,17744445,-2,847,847,N/A $\notin$ constraint
1951.0,71924100,0,3217,3217,Female
1953.0,41008148,-2,7347,7347,N/A $\notin$ constraint
1947.0,127413603,0,421,421,Female
1927.0,138885662,-2,3065,3065,N/A $\notin$ constraint
1913.0,185592680,-1,406,406,N/A $\in$ constraint
2020.0,41008148,0,207980,207980,Female
1943.0,142362112,-1,522,522,N/A $\in$ constraint
1922.0,39432304,1,1255,1255,Male
1878.0,41008148,-2,324,324,N/A $\notin$ constraint
1873.0,121332964,-2,339,339,N/A $\notin$ constraint
1939.0,33923547,0,87,87,Female
2004.0,142362112,0,15719,15719,Female
1994.0,41008148,-2,222742,222742,N/A $\notin$ constraint
2001.0,71924100,-1,413965,413965,N/A $\in$ constraint
2012.0,41008148,-2,1606876,1606876,N/A $\notin$ constraint
2007.0,144024400,0,31977,31977,Female
1999.0,121332964,-2,217630,217630,N/A $\notin$ constraint
1949.0,127413603,-2,6179,6179,N/A $\notin$ constraint
1978.0,127413603,0,3731,3731,Female
1973.0,39432304,1,6332,6332,Male
1997.0,205649164,1,30524,30524,Male
1943.0,86803240,1,3134,3134,Male
1998.0,205649164,-1,19794,19794,N/A $\in$ constraint
1949.0,185592680,-2,20455,20455,N/A $\notin$ constraint
1995.0,162324750,1,25550,25550,Male
1964.0,144133560,-2,3580,3580,N/A $\notin$ constraint
1980.0,95457728,-1,1909,1909,N/A $\in$ constraint
1954.0,17744445,1,3978,3978,Male
1921.0,127413603,-2,3322,3322,N/A $\notin$ constraint
1890.0,86803240,1,388,388,Male
2019.0,17744445,-2,532751,532751,N/A $\notin$ constraint
1923.0,192562407,-2,6251,6251,N/A $\notin$ constraint
1928.0,15744967,1,1279,1279,Male
1960.0,185592680,0,4806,4806,Female
1970.0,41008148,-2,23895,23895,N/A $\notin$ constraint
1969.0,86803240,0,7271,7271,Female
1906.0,33923547,1,346,346,Male
1917.0,71924100,1,3329,3329,Male
1934.0,71924100,-1,1537,1537,N/A $\in$ constraint
1938.0,15744967,-2,1923,1923,N/A $\notin$ constraint
1929.0,95457728,-2,2325,2325,N/A $\notin$ constraint
1921.0,33923547,-2,896,896,N/A $\notin$ constraint
1932.0,41008148,-1,212,212,N/A $\in$ constraint
1863.0,142362112,-2,1341,1341,N/A $\notin$ constraint
2018.0,144024400,-1,54928,54928,N/A $\in$ constraint
1908.0,144133560,-2,721,721,N/A $\notin$ constraint
1827.0,17744445,-2,52,52,N/A $\notin$ constraint
1993.0,41008148,-2,194200,194200,N/A $\notin$ constraint
1950.0,17744445,1,3564,3564,Male
1982.0,127413603,1,59126,59126,Male
2003.0,127313418,-2,136341,136341,N/A $\notin$ constraint
2014.0,185592680,1,666008,666008,Male
2010.0,17744445,1,87020,87020,Male
2001.0,127413603,0,28022,28022,Female
1987.0,17744445,0,7713,7713,Female
1966.0,205649164,-2,10400,10400,N/A $\notin$ constraint
1972.0,95457728,1,9052,9052,Male
1990.0,41008148,0,12429,12429,Female
2017.0,144133560,0,53842,53842,Female
2002.0,138885662,-1,8339,8339,N/A $\in$ constraint
1950.0,95457728,-2,4012,4012,N/A $\notin$ constraint
1902.0,144133560,1,185,185,Male
1967.0,138885662,1,6553,6553,Male
1891.0,142362112,-2,2650,2650,N/A $\notin$ constraint
1980.0,142362112,-1,4542,4542,N/A $\in$ constraint
1926.0,142362112,-2,6590,6590,N/A $\notin$ constraint
1851.0,86803240,1,85,85,Male
2020.0,138885662,1,17407,17407,Male
1950.0,138885662,1,3143,3143,Male
1963.0,192562407,0,1589,1589,Female
1961.0,39432304,0,243,243,Female
1963.0,127313418,-1,1192,1192,N/A $\in$ constraint
1934.0,41008148,-2,3453,3453,N/A $\notin$ constraint
1954.0,205649164,0,509,509,Female
1937.0,17744445,-1,348,348,N/A $\in$ constraint
2014.0,41008148,-1,435932,435932,N/A $\in$ constraint
1995.0,144024400,-2,22974,22974,N/A $\notin$ constraint
2013.0,86803240,-1,693288,693288,N/A $\in$ constraint
1999.0,127313418,-1,31678,31678,N/A $\in$ constraint
2009.0,192562407,-1,551981,551981,N/A $\in$ constraint
1969.0,138885662,0,1059,1059,Female
1970.0,142362112,1,13415,13415,Male
1980.0,127413603,1,56316,56316,Male
1970.0,39432304,1,5216,5216,Male
1913.0,121332964,-2,3468,3468,N/A $\notin$ constraint
1934.0,15744967,1,1519,1519,Male
1960.0,144133560,-2,3590,3590,N/A $\notin$ constraint
1943.0,39432304,1,522,522,Male
1915.0,142362112,1,2242,2242,Male
1945.0,192562407,1,4316,4316,Male
1910.0,121332964,-2,3362,3362,N/A $\notin$ constraint
1884.0,185592680,1,473,473,Male
1935.0,15744967,1,1474,1474,Male
1910.0,185592680,-2,3295,3295,N/A $\notin$ constraint
1926.0,121332964,-1,137,137,N/A $\in$ constraint
1912.0,127413603,1,1912,1912,Male
1863.0,142362112,0,89,89,Female
1902.0,41008148,1,764,764,Male
1800.0,17744445,1,64,64,Male
1888.0,142362112,-1,212,212,N/A $\in$ constraint
1872.0,15744967,-2,95,95,N/A $\notin$ constraint
1822.0,142362112,-2,491,491,N/A $\notin$ constraint
1994.0,15744967,-1,19108,19108,N/A $\in$ constraint
2009.0,33923547,1,193898,193898,Male
1997.0,41008148,-2,260369,260369,N/A $\notin$ constraint
2010.0,39432304,1,123674,123674,Male
1962.0,138885662,-2,5988,5988,N/A $\notin$ constraint
1971.0,127413603,0,1482,1482,Female
1986.0,127313418,-1,11760,11760,N/A $\in$ constraint
1952.0,39432304,-1,394,394,N/A $\in$ constraint
1953.0,121332964,-2,12662,12662,N/A $\notin$ constraint
1970.0,138885662,1,8155,8155,Male
1960.0,205649164,-1,824,824,N/A $\in$ constraint
2015.0,121332964,-1,1980516,1980516,N/A $\in$ constraint
1910.0,71924100,1,3098,3098,Male
1995.0,162324750,-1,4521,4521,N/A $\in$ constraint
1964.0,205649164,1,5034,5034,Male
1960.0,162324750,-2,2163,2163,N/A $\notin$ constraint
1889.0,142362112,-2,2833,2833,N/A $\notin$ constraint
1932.0,138885662,1,2051,2051,Male
1956.0,39432304,-2,5597,5597,N/A $\notin$ constraint
1961.0,138885662,0,527,527,Female
1969.0,33923547,1,10997,10997,Male
1900.0,142362112,-2,5993,5993,N/A $\notin$ constraint
1980.0,121332964,0,2398,2398,Female
1911.0,39432304,1,473,473,Male
1857.0,205649164,1,250,250,Male
1937.0,144024400,-2,1063,1063,N/A $\notin$ constraint
1920.0,127313418,1,902,902,Male
1938.0,205649164,1,1843,1843,Male
1889.0,185592680,-2,1052,1052,N/A $\notin$ constraint
1928.0,127413603,0,201,201,Female
1953.0,185592680,0,2508,2508,Female
1910.0,41008148,-2,5868,5868,N/A $\notin$ constraint
1899.0,142362112,1,1675,1675,Male
1904.0,144024400,-2,296,296,N/A $\notin$ constraint
1924.0,192562407,0,183,183,Female
1934.0,39432304,1,904,904,Male
1930.0,162324750,0,75,75,Female
2019.0,144024400,-1,59151,59151,N/A $\in$ constraint
2021.0,162324750,0,911,911,Female
2013.0,71924100,1,1751706,1751706,Male
2010.0,71924100,1,1312189,1312189,Male
2000.0,86803240,-2,235400,235400,N/A $\notin$ constraint
2014.0,121332964,-2,563237,563237,N/A $\notin$ constraint
2014.0,162324750,1,92457,92457,Male
2006.0,192562407,0,103374,103374,Female
1998.0,138885662,-1,5228,5228,N/A $\in$ constraint
1984.0,33923547,-2,35327,35327,N/A $\notin$ constraint
2000.0,205649164,0,12596,12596,Female
1987.0,33923547,-2,41947,41947,N/A $\notin$ constraint
1959.0,121332964,1,5784,5784,Male
1902.0,142362112,1,1763,1763,Male
1943.0,205649164,-2,2573,2573,N/A $\notin$ constraint
1937.0,192562407,1,3519,3519,Male
2002.0,144024400,-1,7522,7522,N/A $\in$ constraint
1956.0,127413603,1,5321,5321,Male
1861.0,71924100,-2,739,739,N/A $\notin$ constraint
2017.0,86803240,0,614277,614277,Female
1968.0,15744967,-2,12796,12796,N/A $\notin$ constraint
1960.0,41008148,-1,1169,1169,N/A $\in$ constraint
1887.0,205649164,-2,836,836,N/A $\notin$ constraint
1987.0,39432304,-1,9162,9162,N/A $\in$ constraint
1921.0,185592680,1,2665,2665,Male
1895.0,162324750,1,106,106,Male
1915.0,15744967,1,459,459,Male
1973.0,162324750,-1,753,753,N/A $\in$ constraint
1889.0,121332964,-2,561,561,N/A $\notin$ constraint
1909.0,15744967,1,453,453,Male
1806.0,95457728,-2,59,59,N/A $\notin$ constraint
1887.0,142362112,-1,163,163,N/A $\in$ constraint
1879.0,95457728,1,349,349,Male
1999.0,39432304,-2,95511,95511,N/A $\notin$ constraint
2004.0,15744967,-2,108347,108347,N/A $\notin$ constraint
2009.0,33923547,-2,203295,203295,N/A $\notin$ constraint
1965.0,192562407,-2,75606,75606,N/A $\notin$ constraint
1976.0,86803240,0,13252,13252,Female
2016.0,138885662,-1,31919,31919,N/A $\in$ constraint
1977.0,142362112,0,5094,5094,Female
1958.0,71924100,-2,99430,99430,N/A $\notin$ constraint
2017.0,138885662,1,31924,31924,Male
1977.0,138885662,0,1702,1702,Female
1985.0,127313418,1,22483,22483,Male
2018.0,71924100,-2,1369667,1369667,N/A $\notin$ constraint
1997.0,162324750,0,6161,6161,Female
1975.0,192562407,-1,23857,23857,N/A $\in$ constraint
2005.0,121332964,-1,593252,593252,N/A $\in$ constraint
2016.0,15744967,0,254365,254365,Female
1954.0,138885662,1,3716,3716,Male
1903.0,142362112,-2,5887,5887,N/A $\notin$ constraint
1971.0,17744445,-1,1519,1519,N/A $\in$ constraint
1972.0,95457728,0,1998,1998,Female
1917.0,121332964,-2,1826,1826,N/A $\notin$ constraint
1853.0,205649164,-2,293,293,N/A $\notin$ constraint
1852.0,86803240,-2,188,188,N/A $\notin$ constraint
1944.0,33923547,1,684,684,Male
1949.0,121332964,-1,652,652,N/A $\in$ constraint
1919.0,86803240,-2,2512,2512,N/A $\notin$ constraint
1821.0,41008148,1,14,14,Male
1872.0,127313418,-2,360,360,N/A $\notin$ constraint
1900.0,86803240,0,85,85,Female
1993.0,127413603,-1,51744,51744,N/A $\in$ constraint
2006.0,17744445,-1,28013,28013,N/A $\in$ constraint
1966.0,185592680,1,52788,52788,Male
1984.0,15744967,-1,8573,8573,N/A $\in$ constraint
1999.0,144024400,-2,32107,32107,N/A $\notin$ constraint
1959.0,86803240,-1,4627,4627,N/A $\in$ constraint
2000.0,144133560,1,35547,35547,Male
1965.0,41008148,-2,17539,17539,N/A $\notin$ constraint
1909.0,142362112,1,2540,2540,Male
1991.0,127313418,1,31231,31231,Male
1998.0,142362112,0,9988,9988,Female
1993.0,15744967,-1,18236,18236,N/A $\in$ constraint
1988.0,205649164,-2,38472,38472,N/A $\notin$ constraint
1889.0,86803240,-1,58,58,N/A $\in$ constraint
1969.0,142362112,1,12316,12316,Male
1926.0,205649164,-2,2437,2437,N/A $\notin$ constraint
1968.0,71924100,0,6871,6871,Female
1991.0,17744445,-1,4501,4501,N/A $\in$ constraint
1993.0,142362112,-1,11488,11488,N/A $\in$ constraint
1913.0,142362112,-2,6517,6517,N/A $\notin$ constraint
1930.0,15744967,-2,1678,1678,N/A $\notin$ constraint
1930.0,15744967,1,1361,1361,Male
1918.0,121332964,0,37,37,Female
1869.0,142362112,1,640,640,Male
1940.0,138885662,0,208,208,Female
1953.0,15744967,0,1149,1149,Female
1857.0,121332964,-2,255,255,N/A $\notin$ constraint
1878.0,127313418,1,125,125,Male
1934.0,144133560,-1,58,58,N/A $\in$ constraint
1958.0,121332964,0,424,424,Female
1932.0,144024400,-2,836,836,N/A $\notin$ constraint
1946.0,162324750,-1,80,80,N/A $\in$ constraint
1897.0,41008148,-2,3320,3320,N/A $\notin$ constraint
1901.0,205649164,-2,1281,1281,N/A $\notin$ constraint
,142362112,-2,1307,1307,N/A $\notin$ constraint
1912.0,138885662,1,1166,1166,Male
1875.0,39432304,-2,221,221,N/A $\notin$ constraint
1894.0,71924100,0,74,74,Female
1923.0,205649164,0,162,162,Female
1961.0,162324750,0,225,225,Female
1912.0,127313418,-1,152,152,N/A $\in$ constraint
1921.0,162324750,1,315,315,Male
1870.0,33923547,1,58,58,Male
1903.0,17744445,-2,868,868,N/A $\notin$ constraint
1937.0,41008148,0,194,194,Female
1919.0,95457728,-1,219,219,N/A $\in$ constraint
1948.0,162324750,-1,100,100,N/A $\in$ constraint
1846.0,86803240,-2,82,82,N/A $\notin$ constraint
1872.0,138885662,1,242,242,Male
1832.0,138885662,0,4,4,Female
1942.0,162324750,1,653,653,Male
1882.0,162324750,-2,56,56,N/A $\notin$ constraint
1913.0,15744967,0,154,154,Female
1959.0,138885662,-1,542,542,N/A $\in$ constraint
1867.0,205649164,1,221,221,Male
1838.0,142362112,-2,464,464,N/A $\notin$ constraint
1826.0,17744445,-2,51,51,N/A $\notin$ constraint
1930.0,138885662,0,197,197,Female
1919.0,185592680,-2,2303,2303,N/A $\notin$ constraint
1907.0,95457728,-1,148,148,N/A $\in$ constraint
1833.0,142362112,-2,469,469,N/A $\notin$ constraint
1862.0,142362112,-1,85,85,N/A $\in$ constraint
1921.0,144024400,-2,607,607,N/A $\notin$ constraint
1844.0,33923547,-2,63,63,N/A $\notin$ constraint
1904.0,121332964,1,377,377,Male
1880.0,142362112,0,206,206,Female
1856.0,127413603,-2,139,139,N/A $\notin$ constraint
1851.0,121332964,1,66,66,Male
1892.0,127313418,1,220,220,Male
1824.0,121332964,-2,21,21,N/A $\notin$ constraint
1908.0,15744967,-2,649,649,N/A $\notin$ constraint
1871.0,138885662,1,245,245,Male
1887.0,33923547,1,163,163,Male
1823.0,192562407,1,13,13,Male
1836.0,185592680,-2,210,210,N/A $\notin$ constraint
1934.0,127313418,0,83,83,Female
1881.0,142362112,-1,135,135,N/A $\in$ constraint
1870.0,15744967,1,46,46,Male
1895.0,17744445,-2,699,699,N/A $\notin$ constraint
1944.0,144133560,-1,109,109,N/A $\in$ constraint
1815.0,142362112,-2,403,403,N/A $\notin$ constraint
1909.0,127413603,-1,416,416,N/A $\in$ constraint
1892.0,17744445,1,291,291,Male
1885.0,127313418,1,163,163,Male
1864.0,86803240,-2,218,218,N/A $\notin$ constraint
1898.0,144024400,1,190,190,Male
1950.0,162324750,-1,108,108,N/A $\in$ constraint
1920.0,121332964,1,637,637,Male
1939.0,95457728,-1,375,375,N/A $\in$ constraint
1906.0,138885662,0,51,51,Female
1886.0,86803240,-2,684,684,N/A $\notin$ constraint
1895.0,33923547,1,142,142,Male
1872.0,86803240,-2,377,377,N/A $\notin$ constraint
1841.0,138885662,1,109,109,Male
1929.0,144024400,0,210,210,Female
1924.0,41008148,-1,234,234,N/A $\in$ constraint
1888.0,33923547,1,126,126,Male
1853.0,127413603,-2,194,194,N/A $\notin$ constraint
1824.0,95457728,-2,79,79,N/A $\notin$ constraint
1863.0,95457728,0,111,111,Female
1818.0,95457728,1,109,109,Male
1866.0,142362112,1,627,627,Male
1945.0,95457728,-1,280,280,N/A $\in$ constraint
1829.0,138885662,1,88,88,Male
1927.0,121332964,-1,154,154,N/A $\in$ constraint
1920.0,71924100,0,321,321,Female
1922.0,142362112,0,367,367,Female
1869.0,33923547,0,10,10,Female
1914.0,142362112,0,383,383,Female
1883.0,17744445,1,172,172,Male
